utt_id,ctc_rho,pll_rho,gpt2_rho,ctc_wer,pll_wer,gpt2_wer,best_interp_wer,oracle_wer,is_recoverable
1650-167613-0008-496,-0.1753,-0.0344,-0.5573,0.0870,0.0870,0.0870,0.0870,0.0870,0
1650-167613-0010-498,-0.5614,-0.7385,-0.7275,0.2000,0.2000,0.2000,0.2000,0.0000,1
1650-167613-0012-500,-0.2510,-0.7866,-0.2176,0.2857,0.2857,0.2857,0.2857,0.2143,1
1650-167613-0014-502,-0.2376,-0.5806,-0.6042,0.1724,0.1724,0.1724,0.1724,0.1379,1
1650-167613-0016-504,-0.0465,0.1534,-0.1620,0.0714,0.0714,0.0714,0.0714,0.0714,0
1650-167613-0018-506,0.2337,-0.6295,-0.8377,0.5000,0.3333,0.5000,0.3333,0.3333,1
1650-167613-0020-508,0.0965,-0.1727,-0.2337,0.2308,0.2308,0.2308,0.2308,0.0769,1
1650-167613-0022-510,-0.6463,-0.5110,-0.5636,0.2222,0.2222,0.2222,0.2222,0.2222,0
1650-167613-0024-512,0.1522,-0.5232,-0.3726,0.3750,0.3750,0.3750,0.3750,0.3750,0
1650-167613-0026-514,0.0651,0.0271,-0.1464,0.5000,0.6667,0.5000,0.5000,0.3333,1
1650-167613-0028-516,-0.2997,-0.5068,-0.7324,0.1818,0.0909,0.1818,0.0909,0.0909,1
1650-167613-0030-518,-0.2460,-0.6115,-0.3519,0.1250,0.2500,0.2500,0.2500,0.1250,0
1650-167613-0032-520,-0.1780,-0.3830,-0.2689,0.1667,0.1667,0.1667,0.1667,0.0000,1
1650-167613-0034-522,-0.2892,-0.3525,-0.3254,0.1429,0.0000,0.1429,0.0000,0.0000,1
1650-167613-0036-524,-0.4630,-0.6174,-0.7031,0.0588,0.1176,0.0588,0.0588,0.0588,0
1650-167613-0038-526,-0.1673,-0.7633,-0.7299,0.1538,0.1538,0.1538,0.1538,0.1154,1
1650-167613-0040-528,-0.2946,-0.5908,-0.3273,0.1250,0.1250,0.1250,0.1250,0.0000,1
1650-167613-0042-530,-0.7228,-0.5446,-0.5446,0.0000,0.0000,0.0000,0.0000,0.0000,0
1650-167613-0044-532,-0.5696,-0.5663,-0.3748,0.1429,0.0000,0.1429,0.0000,0.0000,1
1650-167613-0046-534,-0.4862,-0.6482,-0.5229,0.0000,0.0000,0.0000,0.0000,0.0000,0
1650-167613-0048-536,-0.1940,-0.5271,-0.5439,0.2000,0.2000,0.2000,0.2000,0.1200,1
1650-167613-0050-538,-0.3037,-0.1573,-0.0434,0.1250,0.1250,0.1250,0.1250,0.0000,1
1650-167613-0052-540,-0.0302,0.2701,0.3673,0.1250,0.1250,0.1250,0.1250,0.0000,1
1650-167613-0054-542,-0.2735,-0.7627,-0.6308,0.1429,0.1429,0.1429,0.1429,0.0000,1
1650-157641-0000-544,-0.4947,0.0626,-0.2067,0.1250,0.1250,0.1250,0.1250,0.0625,1
1650-157641-0002-546,0.1898,-0.2440,-0.2983,0.0769,0.0769,0.0769,0.0769,0.0769,0
1650-157641-0004-548,-0.0971,-0.6231,-0.2004,0.2500,0.2500,0.2500,0.2500,0.1250,1
1650-157641-0006-550,-0.5467,-0.5104,-0.7047,0.0714,0.0714,0.0714,0.0714,0.0357,1
1650-157641-0008-552,-0.0560,-0.1680,0.0560,0.2000,0.2000,0.2000,0.2000,0.2000,0
1650-157641-0010-554,-0.2081,-0.5427,-0.4975,0.1304,0.1304,0.1304,0.1304,0.1304,0
1650-157641-0012-556,0.1891,-0.5071,-0.4921,0.2000,0.2000,0.2000,0.2000,0.0000,1
1650-157641-0014-558,-0.2404,-0.7037,-0.5361,0.3462,0.3462,0.3462,0.3462,0.3462,0
1650-173552-0000-560,-0.4852,-0.7162,-0.6997,0.0625,0.0625,0.0625,0.0625,0.0625,0
1650-173552-0002-562,-0.2823,-0.5793,-0.3906,0.0909,0.1818,0.0909,0.0909,0.0909,0
1650-173552-0004-564,-0.1557,-0.6228,-0.3892,0.0000,0.0000,0.0000,0.0000,0.0000,0
1650-173552-0006-566,-0.6314,-0.6747,-0.7451,0.1400,0.1400,0.1400,0.1400,0.1400,0
1650-173552-0008-568,-0.0294,-0.6758,-0.6541,0.2353,0.2353,0.2353,0.2353,0.1765,1
3660-172183-0000-570,-0.3628,-0.6063,-0.8533,0.0625,0.0625,0.0625,0.0625,0.0625,0
3660-172183-0002-572,-0.2291,-0.7201,-0.0982,0.2000,0.2000,0.2000,0.2000,0.2000,0
3660-172183-0004-574,-0.1981,-0.4775,-0.7416,0.1538,0.1538,0.1538,0.1538,0.0769,1
3660-172183-0006-576,,,,0.3333,0.3333,0.3333,0.3333,0.3333,0
3660-172183-0008-578,-0.4078,-0.5321,-0.4699,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172183-0010-580,-0.2596,-0.2050,-0.0957,0.0500,0.0500,0.0500,0.0500,0.0500,0
3660-172183-0012-582,0.1335,-0.5093,-0.4906,0.0417,0.0417,0.0417,0.0417,0.0000,1
3660-172183-0014-584,-0.2735,-0.7659,-0.5567,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172183-0016-586,-0.1887,-0.2600,-0.2378,0.1818,0.0909,0.1818,0.0909,0.0909,1
3660-172183-0018-588,-0.4990,-0.6221,-0.4606,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172183-0020-590,-0.4994,-0.7690,-0.5407,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172183-0022-592,-0.4660,-0.1864,-0.7029,0.0000,0.1667,0.0000,0.0000,0.0000,0
3660-172183-0024-594,-0.4598,-0.7270,-0.6217,0.0588,0.0588,0.0588,0.0588,0.0000,1
3660-172183-0026-596,-0.4791,-0.5785,-0.1175,0.1875,0.1875,0.1875,0.1875,0.1875,0
3660-172182-0001-598,-0.0690,-0.8130,-0.6366,0.1111,0.1111,0.1111,0.1111,0.0556,1
3660-172182-0003-600,-0.4778,-0.4009,-0.3046,0.0435,0.0435,0.0435,0.0435,0.0435,0
3660-172182-0005-602,-0.6449,-0.6683,-0.3505,0.0625,0.0625,0.0625,0.0625,0.0625,0
3660-172182-0007-604,-0.6253,-0.4382,-0.4190,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172182-0009-606,-0.7303,0.1826,-0.2739,0.0000,0.1429,0.0000,0.0000,0.0000,0
3660-172182-0011-608,-0.4218,-0.4825,-0.2347,0.0286,0.0286,0.0286,0.0286,0.0286,0
3660-172182-0013-610,-0.5495,-0.4420,0.0290,0.0833,0.0833,0.0833,0.0833,0.0833,0
3660-172182-0015-612,-0.3320,-0.3816,-0.0083,0.0667,0.0667,0.0667,0.0667,0.0667,0
3660-172182-0017-614,-0.2723,-0.1782,-0.5545,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172182-0019-616,-0.4213,-0.4905,-0.4926,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172182-0021-618,-0.0486,-0.2171,-0.3922,0.0769,0.0769,0.0769,0.0769,0.0769,0
3660-172182-0023-620,-0.4588,-0.7261,-0.2178,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172182-0025-622,-0.8615,-0.8929,-0.8106,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172182-0027-624,-0.0324,-0.2960,-0.2658,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172182-0029-626,-0.2383,-0.2687,-0.3055,0.2500,0.2500,0.2500,0.2500,0.1250,1
3660-172182-0031-628,-0.5567,-0.0287,-0.1544,0.1111,0.1111,0.1111,0.1111,0.0000,1
3660-172182-0033-630,-0.5297,-0.8854,-0.4207,0.0833,0.0833,0.0833,0.0833,0.0000,1
3660-172182-0035-632,-0.0308,-0.2310,0.1386,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172182-0037-634,-0.3081,-0.4481,-0.6441,0.0769,0.0769,0.0769,0.0769,0.0769,0
3660-172182-0039-636,-0.3241,-0.3911,-0.1707,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-6517-0000-638,-0.0718,-0.7365,-0.7708,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-6517-0002-640,-0.0272,-0.3454,-0.1759,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-6517-0004-642,-0.3267,-0.8020,-0.5611,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-6517-0006-644,-0.2276,0.0076,0.0382,0.1500,0.1500,0.1500,0.1500,0.0500,1
3660-6517-0008-646,-0.0767,-0.6366,-0.5752,0.2381,0.2381,0.2381,0.2381,0.1905,1
3660-6517-0010-648,0.1719,-0.0983,-0.0215,0.1000,0.1000,0.1000,0.1000,0.0667,1
3660-6517-0012-650,-0.0901,-0.4045,-0.0585,0.1667,0.1667,0.1667,0.1667,0.0000,1
3660-6517-0014-652,-0.4654,-0.5429,-0.4981,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-6517-0016-654,-0.3928,-0.8434,-0.7664,0.2222,0.2222,0.2222,0.2222,0.2222,0
3660-6517-0018-656,-0.6779,-0.4718,-0.4664,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-6517-0020-658,-0.3485,-0.7974,-0.5098,0.1364,0.1364,0.1364,0.1364,0.0455,1
3660-6517-0022-660,-0.3261,-0.7034,-0.7065,0.0625,0.0625,0.0625,0.0625,0.0000,1
3660-6517-0024-662,-0.4660,-0.3243,-0.2408,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-6517-0026-664,-0.2259,-0.7782,-0.7113,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-6517-0028-666,-0.4027,-0.6733,-0.7228,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-6517-0030-668,-0.3497,-0.5564,-0.5516,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-6517-0032-670,-0.4089,-0.7712,-0.7793,0.1111,0.1111,0.1111,0.1111,0.1111,0
3660-6517-0034-672,-0.3653,-0.5996,-0.5256,0.1091,0.1091,0.1091,0.1091,0.1091,0
3663-172005-0000-674,-0.3647,-0.2953,-0.1563,0.1176,0.1176,0.1176,0.1176,0.1176,0
3663-172005-0002-676,-0.4797,-0.7569,-0.5756,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172005-0004-678,-0.2983,-0.7050,-0.4772,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172005-0006-680,-0.5071,-0.5071,-0.1846,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0000-682,-0.5434,-0.5236,-0.8903,0.0556,0.0556,0.0556,0.0556,0.0556,0
3663-172528-0002-684,-0.4058,-0.5457,-0.4952,0.1667,0.1667,0.1667,0.1667,0.1667,0
3663-172528-0004-686,-0.1980,-0.7129,-0.3697,0.0238,0.0238,0.0238,0.0238,0.0238,0
3663-172528-0006-688,-0.2269,-0.2334,-0.3911,0.0357,0.0357,0.0357,0.0357,0.0357,0
3663-172528-0008-690,-0.2460,0.0068,-0.1264,0.0400,0.0400,0.0400,0.0400,0.0400,0
3663-172528-0010-692,-0.5456,-0.6590,-0.4436,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0012-694,-0.4817,-0.4379,-0.4756,0.1429,0.1429,0.1429,0.1429,0.0476,1
3663-172528-0014-696,-0.6482,-0.6806,-0.6201,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0016-698,0.1684,-0.7526,-0.5429,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0018-700,-0.7593,-0.7321,-0.6562,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0020-702,-0.2475,-0.3697,-0.2459,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0022-704,-0.3540,-0.7351,-0.6287,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0024-706,-0.3993,-0.0655,0.0442,0.0526,0.0526,0.0526,0.0526,0.0000,1
3663-172528-0026-708,-0.3870,-0.4430,-0.3502,0.2000,0.2000,0.2000,0.2000,0.1333,1
3663-172528-0028-710,-0.1185,-0.7822,-0.6178,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0030-712,-0.4358,-0.4720,-0.4059,0.1212,0.1212,0.1212,0.1212,0.1212,0
3663-172528-0032-714,-0.7508,-0.3405,-0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0034-716,-0.5967,-0.4541,-0.3380,0.1000,0.2000,0.1000,0.1000,0.0000,1
3663-172528-0036-718,-0.4985,-0.1917,-0.1917,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0038-720,-0.5237,-0.4192,-0.2255,0.0137,0.0137,0.0137,0.0137,0.0137,0
3663-172528-0040-722,-0.0495,-0.2838,-0.4819,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0042-724,-0.3383,-0.2921,-0.1056,0.1250,0.1250,0.1250,0.1250,0.1250,0
3663-172528-0044-726,-0.2931,-0.5492,-0.1530,0.0769,0.0769,0.0769,0.0769,0.0769,0
3663-172528-0046-728,-0.5510,-0.5855,-0.2312,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0048-730,-0.3575,-0.5785,-0.4647,0.0816,0.0816,0.0816,0.0816,0.0612,1
3663-172528-0050-732,-0.3448,-0.7219,-0.3879,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0052-734,-0.4403,-0.6972,-0.4337,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0054-736,-0.4137,-0.3171,-0.3120,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0001-738,-0.3466,-0.3466,-0.5198,0.2000,0.2000,0.2000,0.2000,0.2000,0
1686-142278-0003-740,-0.3710,-0.8483,-0.6508,0.0429,0.0429,0.0429,0.0429,0.0429,0
1686-142278-0005-742,-0.3084,-0.7606,-0.2141,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0007-744,-0.2558,-0.0074,-0.4313,0.0882,0.0882,0.0882,0.0882,0.0294,1
1686-142278-0009-746,-0.1456,-0.1864,-0.3321,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0011-748,-0.1683,-0.4885,-0.7096,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0013-750,-0.4557,-0.7135,-0.6675,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0015-752,-0.2582,-0.5625,-0.2766,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0017-754,-0.0251,-0.1674,-0.3849,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0019-756,-0.3451,-0.4218,-0.3068,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0021-758,-0.6290,-0.5766,-0.1048,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0023-760,-0.2385,-0.4725,-0.7844,0.0370,0.0370,0.0370,0.0370,0.0370,0
1686-142278-0025-762,-0.3787,-0.4991,-0.3204,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0027-764,-0.8367,-0.3586,-0.1295,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0029-766,-0.1879,-0.1566,0.0313,0.0556,0.0556,0.0556,0.0556,0.0556,0
1686-142278-0031-768,-0.6632,-0.5017,-0.0631,0.0909,0.0909,0.0909,0.0909,0.0000,1
1686-142278-0033-770,-0.2297,-0.7137,-0.4518,0.0769,0.0769,0.0769,0.0769,0.0769,0
1686-142278-0035-772,0.1724,-0.1911,-0.4164,0.0526,0.0526,0.0526,0.0526,0.0526,0
1686-142278-0037-774,-0.3287,-0.6093,-0.4265,0.0323,0.0323,0.0323,0.0323,0.0323,0
1686-142278-0039-776,-0.0231,-0.5677,-0.3598,0.0385,0.0385,0.0385,0.0385,0.0385,0
1686-142278-0041-778,-0.7746,-0.2582,-0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0043-780,-0.1899,-0.6395,-0.5192,0.1818,0.1818,0.1818,0.1818,0.0909,1
1686-142278-0045-782,-0.6708,-0.3839,-0.2830,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0047-784,-0.5243,-0.4952,-0.1495,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0049-786,-0.4085,-0.7759,-0.5523,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0051-788,-0.3403,-0.0519,-0.1134,0.1250,0.1250,0.1250,0.1250,0.0833,1
1686-142278-0053-790,-0.6587,-0.3672,-0.2571,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0055-792,-0.4216,-0.5844,-0.5053,0.0345,0.0345,0.0345,0.0345,0.0000,1
1686-142278-0057-794,-0.5926,-0.3125,-0.3843,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0059-796,-0.5154,-0.4522,-0.5119,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0061-798,-0.4813,-0.6465,-0.4059,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0063-800,-0.5830,0.0161,-0.2094,0.1429,0.1429,0.1429,0.1429,0.1429,0
1686-142278-0065-802,-0.5152,0.0380,-0.0488,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0067-804,-0.4377,-0.2703,-0.4184,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0069-806,-0.5694,-0.5911,-0.1410,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0071-808,-0.4291,-0.4588,-0.4984,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0073-810,-0.5017,-0.8416,-0.6964,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0075-812,-0.4687,-0.6832,-0.7987,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0077-814,-0.5334,-0.3479,-0.4870,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0079-816,-0.4519,-0.7615,-0.6527,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0081-818,-0.2252,-0.7378,-0.4864,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0083-820,-0.6547,-0.3928,-0.1309,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0085-822,-0.3606,-0.1249,-0.2530,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0087-824,-0.0842,-0.1815,-0.0611,0.5000,0.5000,0.5000,0.5000,0.5000,0
1686-142278-0089-826,-0.2564,-0.7777,-0.4381,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0091-828,-0.3787,-0.5573,-0.2155,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0093-830,-0.3983,-0.5456,-0.4890,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0095-832,-0.3467,-0.7452,-0.7215,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0097-834,-0.4654,-0.3758,-0.6860,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-56594-0000-836,-0.0256,-0.7564,-0.3262,0.1000,0.1000,0.1000,0.1000,0.0000,1
4570-56594-0002-838,-0.3495,-0.2913,0.0835,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-56594-0004-840,-0.5461,-0.6660,-0.7843,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-56594-0006-842,-0.3832,-0.7664,-0.2101,0.1379,0.1379,0.1379,0.1379,0.0690,1
4570-56594-0008-844,-0.6795,-0.4384,-0.4791,0.0952,0.0952,0.0952,0.0952,0.0952,0
4570-56594-0010-846,-0.6040,-0.7948,-0.8186,0.0556,0.0556,0.0556,0.0556,0.0556,0
4570-56594-0012-848,-0.7308,-0.5341,-0.5853,0.0476,0.0476,0.0476,0.0476,0.0000,1
4570-56594-0014-850,-0.5432,-0.5263,-0.3247,0.0357,0.0357,0.0357,0.0357,0.0000,1
4570-56594-0016-852,-0.2801,0.1680,-0.1960,0.2500,0.2500,0.2500,0.2500,0.2500,0
4570-56594-0018-854,-0.6564,-0.5360,-0.1897,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-14911-0001-856,-0.4744,-0.8018,-0.6326,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-14911-0003-858,-0.2380,-0.2790,-0.0492,0.0690,0.0690,0.0690,0.0690,0.0345,1
4570-14911-0005-860,-0.3664,-0.1947,-0.0627,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-14911-0007-862,-0.5343,-0.4323,-0.6023,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-14911-0009-864,-0.0359,-0.6548,-0.5487,0.1316,0.1316,0.1316,0.1316,0.1316,0
4570-14911-0011-866,-0.6039,-0.3666,-0.2373,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-14911-0013-868,-0.3797,-0.1898,0.2891,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-14911-0015-870,-0.1356,-0.1139,0.0271,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-14911-0017-872,-0.4008,-0.5284,-0.5336,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-24733-0001-874,-0.2570,-0.6854,-0.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-24733-0003-876,-0.5477,-0.2739,-0.5477,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-24733-0005-878,0.0062,-0.8633,-0.7732,0.0169,0.0169,0.0169,0.0169,0.0169,0
4570-24733-0007-880,-0.6315,-0.5707,-0.4139,0.0263,0.0263,0.0263,0.0263,0.0263,0
4570-102353-0000-882,-0.0807,-0.3416,-0.2957,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-102353-0002-884,-0.5188,-0.4863,-0.6706,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-102353-0004-886,-0.3988,-0.9034,-0.7195,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-102353-0006-888,-0.3103,-0.7308,-0.5054,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-102353-0008-890,-0.5232,-0.7817,-0.7263,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0001-892,-0.6690,-0.5219,-0.5140,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0003-894,-0.2753,-0.9170,-0.7252,0.1429,0.1429,0.1429,0.1429,0.1429,0
700-122867-0005-896,0.1433,-0.6593,-0.6784,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0007-898,-0.7596,-0.7089,-0.3176,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0009-900,-0.1748,-0.1495,-0.1243,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0011-902,-0.4196,-0.3873,-0.4703,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0013-904,-0.4650,-0.7836,-0.7861,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0015-906,-0.6674,-0.5184,-0.4817,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0017-908,-0.1689,-0.2518,-0.2717,0.0909,0.0909,0.0909,0.0909,0.0000,1
700-122867-0019-910,-0.2690,-0.3403,-0.1134,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0021-912,-0.0517,-0.2137,-0.2723,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0023-914,-0.2425,-0.5274,-0.3744,0.0500,0.0000,0.0500,0.0000,0.0000,1
700-122867-0025-916,-0.1663,-0.6068,-0.6530,0.0500,0.0500,0.0500,0.0500,0.0000,1
700-122867-0027-918,-0.7051,-0.5876,-0.6912,0.1667,0.3333,0.1667,0.1667,0.0000,1
700-122867-0029-920,-0.7071,-0.7071,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0031-922,-0.4048,-0.4309,-0.4897,0.1111,0.1111,0.1111,0.1111,0.0000,1
700-122867-0033-924,0.0800,-0.1199,-0.0512,0.1000,0.1000,0.1000,0.1000,0.0500,1
700-122867-0035-926,-0.3089,-0.4490,-0.6860,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0037-928,-0.3889,-0.4559,-0.2031,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0039-930,-0.6393,-0.4023,-0.2478,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0041-932,-0.0768,-0.7901,-0.3140,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0001-934,0.2031,-0.2766,-0.0754,0.0625,0.0625,0.0625,0.0625,0.0625,0
700-122868-0003-936,-0.0826,-0.5368,-0.0281,0.3333,0.3333,0.3333,0.3333,0.1667,1
700-122868-0005-938,-0.1896,-0.9360,-0.5370,0.0968,0.0645,0.0968,0.0645,0.0645,1
700-122868-0007-940,-0.6536,-0.4454,-0.1826,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0009-942,-0.1326,-0.6563,-0.4304,0.0357,0.0357,0.0357,0.0357,0.0357,0
700-122868-0011-944,0.3280,-0.0410,-0.0410,1.0000,1.0000,1.0000,1.0000,0.7500,1
700-122868-0013-946,-0.2678,-0.0084,-0.0502,0.4000,0.4000,0.4000,0.4000,0.2000,1
700-122868-0015-948,-0.4819,-0.5875,-0.6139,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0017-950,-0.2619,-0.5597,-0.3715,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0019-952,-0.1046,-0.7959,-0.6564,0.0968,0.0968,0.0968,0.0968,0.0968,0
700-122868-0021-954,-0.3601,-0.3413,-0.5375,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0023-956,-0.6390,-0.6390,-0.1826,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0025-958,-0.2621,-0.2039,-0.2330,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0027-960,-0.4907,-0.4206,-0.4124,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0029-962,-0.2344,-0.4688,-0.0469,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0031-964,-0.4966,-0.3859,-0.6990,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0033-966,-0.8660,-0.8660,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0035-968,-0.2684,-0.0767,0.0383,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0037-970,-0.7014,-0.6433,-0.4795,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0039-972,-0.3684,-0.5550,0.1323,0.1667,0.1667,0.1667,0.1667,0.0000,1
700-122866-0000-974,-0.6689,-0.8532,-0.8430,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122866-0002-976,-0.5427,-0.5614,-0.4420,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122866-0004-978,-0.3835,-0.4602,-0.3451,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122866-0006-980,-0.3701,-0.9183,-0.7730,0.0213,0.0213,0.0213,0.0213,0.0000,1
700-122866-0008-982,-0.6741,-0.5789,-0.4182,0.0667,0.0667,0.0667,0.0667,0.0444,1
700-122866-0010-984,-0.5243,-0.5864,-0.5321,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122866-0012-986,-0.0288,-0.5314,-0.3097,0.2381,0.2381,0.2381,0.2381,0.0476,1
700-122866-0014-988,-0.7334,-0.4708,-0.4575,0.0714,0.0714,0.0714,0.0714,0.0714,0
700-122866-0016-990,-0.5849,-0.5282,-0.5386,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122866-0018-992,-0.4841,-0.3642,-0.3735,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122866-0020-994,-0.8560,-0.7725,-0.7021,0.0000,0.0000,0.0000,0.0000,0.0000,0
